123,91,67,65,55,44,49,42,50,46,54,52,83
74,61,72,45,41,27,13,24,27,27,19,42,77
84,147,55,21,12,12,3,5,15,30,17,88,65
89,105,38,205,1,58,9,165,39,482,35,51,67
118,127,35,620,64,268,12,169,37,645,41,163,91
115,298,465,803,27,155,5,297,20,717,122,181,103
125,111,88,339,21,36,10,415,33,775,83,67,103
124,151,188,112,11,72,4,256,22,252,159,280,84
105,131,30,194,11,24,6,144,12,206,33,151,84
120,122,23,27,12,57,6,126,9,279,32,104,76
116,113,20,0,0,97,1,61,7,277,31,86,82
122,91,16,0,0,0,6,20,0,20,22,85,88
107,120,18,0,1,36,6,7,7,68,14,117,89
137,194,28,6,8,3,5,6,1,0,12,144,131
125,134,101,74,76,88,473,99,106,122,147,132,117
216,113,103,108,97,103,4241,80,80,86,94,107,161
