166,99,73,49,40,38,36,38,39,30,31,37,100
119,47,56,31,30,17,4,8,9,18,19,49,72
90,105,71,38,18,14,11,13,16,6,6,98,46
86,64,45,492,28,230,7,178,25,290,11,78,60
93,66,81,714,30,27,7,210,12,524,36,57,88
95,85,98,795,19,101,10,208,26,296,37,67,76
100,82,111,1262,41,187,0,161,12,332,52,71,69
105,112,82,486,16,107,6,179,9,305,58,80,75
114,128,72,388,8,32,6,148,5,275,54,79,82
114,131,37,440,18,0,1,24,13,292,26,65,103
110,143,24,44,5,2,3,3,12,264,52,60,100
126,137,29,32,6,114,0,4,5,360,46,80,97
127,121,31,24,4,210,12,32,8,54,40,101,100
146,159,37,6,0,0,5,7,8,7,39,107,109
121,123,113,115,123,104,188,66,79,71,91,132,136
135,74,62,63,58,66,5239,61,57,65,66,102,164
