99,49,54,47,47,47,47,45,53,40,54,51,133
48,52,44,25,16,16,29,23,11,24,19,71,91
50,64,49,24,11,19,22,13,8,11,26,119,79
43,61,58,409,7,81,11,255,14,368,22,76,86
56,122,66,421,14,245,0,120,13,683,124,154,81
61,123,330,627,36,259,12,8,12,779,263,168,101
62,245,92,662,34,181,6,131,9,737,65,281,107
108,307,171,431,10,109,0,25,23,672,255,185,100
85,152,86,275,21,72,0,0,20,552,45,131,89
71,156,27,5,0,48,0,0,0,181,28,131,96
91,134,35,0,8,12,0,0,0,88,28,117,105
107,109,42,136,0,0,0,0,0,0,27,109,117
117,106,26,33,0,0,0,0,0,0,16,127,126
142,135,24,8,0,0,0,0,0,0,20,169,115
162,130,70,72,68,70,607,74,78,92,103,147,124
159,91,94,98,96,83,4207,79,94,91,97,91,136
