30,25,14,11,10,14,21,22,20,13,15,25,34
31,20,11,10,14,16,2,3,11,15,8,5,14
35,36,0,0,0,0,0,0,0,0,0,30,24
38,30,0,0,0,0,4,53,2,0,0,22,23
36,27,0,0,8,84,0,28,5,32,0,25,15
39,18,0,0,7,112,6,40,0,33,6,33,26
35,32,0,28,1,218,17,56,10,20,15,36,27
42,30,5,72,0,67,10,160,17,162,27,19,28
56,27,15,161,17,177,10,198,11,67,16,30,22
30,25,12,366,32,473,27,771,22,288,27,34,16
27,30,13,344,23,544,55,924,57,422,29,39,10
25,15,19,287,28,831,85,1395,28,340,50,30,14
28,20,30,438,50,1531,190,1558,49,254,30,29,24
24,22,28,39,33,90,238,120,28,22,37,22,43
26,20,26,14,11,25,366,38,15,20,19,8,40
66,44,29,24,23,28,7961,26,35,27,36,44,53
