0,3.5513
0,3.7901
0,3.8881
0,3.7352
0,3.6565
0,3.2192
0,3.9237
0,3.6807
0,3.5118
0,3.1421
0,3.2098
0,3.5302
0,3.5678
0,3.9158
0,3.9015
0,3.8841
0,3.5534
0,3.4779
0,3.6826
0,3.7006
0,4.0580
0,3.5993
0,3.2404
0,4.1704
0,3.7601
0,3.9502
0,3.9274
0,4.3345
0,4.2516
0,3.5542
0,4.2708
0,3.3933
0,3.9466
0,3.5492
0,3.5494
0,3.3382
0,4.0529
0,4.0000
0,3.4059
0,4.0846
0,3.5657
0,3.5648
0,4.2983
0,4.1112
0,3.2501
0,3.5347
0,3.3854
0,3.6728
0,3.9502
0,3.3079
0,3.8319
0,3.5039
0,4.2178
0,3.7832
0,4.0765
0,3.8458
0,4.0733
0,3.3198
0,3.5137
0,4.2098
0,3.1775
0,4.2340
0,3.8693
0,3.8671
0,3.3800
0,3.4479
0,3.9316
0,4.2142
0,3.9817
0,3.5653
0,4.1711
0,4.1436
0,3.6550
0,4.0219
0,4.1365
0,4.1889
0,3.4646
0,3.5015
0,3.7928
0,3.4037
0,3.5094
0,4.0130
0,3.4877
0,3.5431
0,3.2999
0,3.1844
0,3.8834
0,4.1363
0,3.3390
0,3.4615
0,3.1794
0,3.5748
0,4.1608
0,3.8029
0,3.7952
0,3.6652
0,3.3545
0,3.7044
0,3.9971
0,4.0575
1,4.0133
1,4.0279
1,3.1875
1,3.5614
1,4.0046
1,3.5520
1,3.6006
1,3.9368
1,3.8943
1,3.1997
1,3.3540
1,4.1599
1,3.4033
1,3.5577
1,3.8656
1,4.1294
1,3.2037
1,3.8833
1,4.1213
1,3.1957
1,3.5085
1,3.1833
1,3.2945
1,3.9178
1,3.5614
1,3.7186
1,3.7180
1,3.1967
1,3.2248
1,3.6689
1,3.6817
1,3.5656
1,3.5145
1,3.3510
1,3.2933
1,3.6148
1,3.7220
1,3.4209
1,3.5819
1,3.5881
1,3.2804
1,3.2194
1,3.8555
1,4.2319
1,3.3334
1,3.3514
1,3.6945
1,3.2939
1,3.6111
1,3.1745
1,3.3972
1,3.1881
1,4.2069
1,3.5143
1,3.8890
1,3.6264
1,3.7402
1,3.7343
1,3.5627
1,3.0954
1,3.4086
1,3.6043
1,3.3532
1,3.1824
1,3.4468
1,3.8565
1,3.9675
1,3.3799
1,3.6853
1,3.2074
1,3.4148
1,3.2888
1,3.1834
1,3.2199
1,3.3987
1,3.7801
