0,0,-0.6410
0,0,-0.3745
0,0,-0.6315
0,0,-0.5665
0,0,-0.6065
0,0,-0.5980
0,0,-0.5985
0,0,-0.5925
0,0,-0.6440
0,0,-0.6420
0,0,-0.5315
0,0,-0.6175
0,0,-0.6340
0,0,-0.4915
0,0,-0.6675
0,0,-0.6675
0,0,-0.6565
0,0,-0.6150
0,0,-0.5940
0,0,-0.5755
0,0,-0.4380
0,0,-0.6140
0,0,-0.6845
0,0,-0.6855
0,0,-0.5920
0,0,-0.4755
0,0,-0.5320
0,0,-0.5960
0,0,-0.5045
0,0,-0.5580
0,0,-0.5745
0,0,-0.6485
0,0,-0.5680
0,0,-0.6630
0,0,-0.6795
0,0,-0.6210
0,0,-0.5725
0,0,-0.6150
0,0,-0.5095
0,0,-0.6280
0,0,-0.6155
0,0,-0.5745
0,0,-0.6495
0,0,-0.6040
0,0,-0.6045
0,0,-0.4370
0,0,-0.5600
0,0,-0.5580
0,0,-0.5860
0,0,-0.4960
1,0,-0.6080
1,0,-0.6960
1,0,-0.6160
1,0,-0.6010
1,0,-0.5370
1,0,-0.5960
1,0,-0.5640
1,0,-0.5090
1,0,-0.6165
1,0,-0.5825
1,0,-0.5730
1,0,-0.6335
1,0,-0.5915
1,0,-0.5570
1,0,-0.6340
1,0,-0.6470
1,0,-0.6580
1,0,-0.6650
1,0,-0.6650
1,0,-0.4965
1,0,-0.5745
1,0,-0.5655
1,0,-0.4915
1,0,-0.5935
1,0,-0.5945
1,0,-0.5935
1,0,-0.6235
1,0,-0.6060
1,0,-0.4920
1,0,-0.5835
1,0,-0.5750
1,0,-0.6545
1,0,-0.5565
1,0,-0.6000
1,0,-0.5770
1,0,-0.6220
1,0,-0.5050
1,0,-0.5965
1,0,-0.4430
1,0,-0.5315
1,0,-0.6520
1,0,-0.6280
1,0,-0.6120
1,0,-0.6430
1,0,-0.5680
1,0,-0.4995
1,0,-0.6245
1,0,-0.6485
1,0,-0.4940
1,0,-0.5250
2,0,-0.6050
2,0,-0.5810
2,0,-0.4975
2,0,-0.6035
2,0,-0.4855
2,0,-0.5125
2,0,-0.6690
2,0,-0.6215
2,0,-0.6540
2,0,-0.5790
2,0,-0.5595
2,0,-0.5740
2,0,-0.6580
2,0,-0.5930
2,0,-0.6255
2,0,-0.5070
2,0,-0.5980
2,0,-0.4780
2,0,-0.6055
2,0,-0.6975
2,0,-0.6740
2,0,-0.5835
2,0,-0.6550
2,0,-0.5885
2,0,-0.6070
2,0,-0.5430
2,0,-0.6370
2,0,-0.6895
2,0,-0.6230
2,0,-0.5910
2,0,-0.6240
2,0,-0.6385
2,0,-0.5850
2,0,-0.5485
2,0,-0.6190
2,0,-0.6075
2,0,-0.5660
2,0,-0.5630
2,0,-0.5970
2,0,-0.7130
2,0,-0.5580
2,0,-0.6265
2,0,-0.5765
2,0,-0.6295
2,0,-0.5630
2,0,-0.6595
2,0,-0.3935
2,0,-0.6300
2,0,-0.5160
2,0,-0.6340
1,1,-0.6035
2,1,-0.3940
0,1,-0.6055
1,1,-0.6095
2,1,-0.6805
0,1,-0.5650
1,1,-0.5375
2,1,-0.5440
0,1,-0.6050
1,1,-0.6010
2,1,-0.6830
0,1,-0.6875
2,1,-0.5890
1,1,-0.5395
0,1,-0.6800
2,1,-0.5645
1,1,-0.6535
0,1,-0.5660
2,1,-0.5300
1,1,-0.4280
0,1,-0.5920
2,1,-0.6180
0,1,-0.5255
1,1,-0.6640
2,1,-0.6495
1,1,-0.5360
0,1,-0.6520
2,1,-0.5755
1,1,-0.5180
0,1,-0.6285
2,1,-0.5420
0,1,-0.6215
1,1,-0.5470
2,1,-0.5240
1,1,-0.6635
0,1,-0.5185
2,1,-0.6700
1,1,-0.6325
0,1,-0.6210
2,1,-0.5755
0,1,-0.6625
1,1,-0.6210
2,1,-0.6485
1,1,-0.5840
0,1,-0.6410
2,1,-0.6650
0,1,-0.6965
1,1,-0.6195
2,1,-0.5935
0,1,-0.6595
1,1,-0.5815
2,1,-0.6560
0,1,-0.5935
1,1,-0.6395
2,1,-0.4665
0,1,-0.5945
1,1,-0.5920
2,1,-0.6610
0,1,-0.4675
1,1,-0.5960
2,1,-0.6045
0,1,-0.6165
1,1,-0.6635
2,1,-0.6380
1,1,-0.6420
0,1,-0.6605
2,1,-0.5760
0,1,-0.6145
1,1,-0.5255
2,1,-0.6040
0,1,-0.4470
1,1,-0.6785
2,1,-0.6740
0,1,-0.6470
1,1,-0.5870
2,1,-0.5675
1,1,-0.5730
0,1,-0.6675
2,1,-0.6470
1,1,-0.4715
0,1,-0.7020
2,1,-0.5390
0,1,-0.5855
1,1,-0.5410
2,1,-0.6040
1,1,-0.5035
0,1,-0.5790
2,1,-0.4935
1,1,-0.6025
0,1,-0.4440
2,1,-0.5550
1,1,-0.7390
0,1,-0.4325
2,1,-0.6170
1,1,-0.5505
0,1,-0.6620
2,1,-0.6210
1,1,-0.6490
0,1,-0.6430
2,1,-0.5410
1,1,-0.6615
0,1,-0.6460
2,1,-0.4870
1,1,-0.6775
0,1,-0.6910
2,1,-0.6580
1,1,-0.6660
0,1,-0.6115
2,1,-0.6325
1,1,-0.5930
0,1,-0.5900
2,1,-0.6305
1,1,-0.5290
0,1,-0.5750
2,1,-0.5180
1,1,-0.6240
0,1,-0.6660
2,1,-0.6210
1,1,-0.6680
0,1,-0.6975
