416,311,270,245,195,162,149,151,169,184,175,203,426
279,154,130,103,312,475,398,120,110,100,111,187,328
264,311,82,72,155,301,197,72,64,69,102,289,289
280,286,51,639,50,646,40,748,44,1322,89,229,267
274,285,77,649,66,529,41,672,56,1263,219,368,244
295,304,67,995,44,634,33,279,40,1750,816,976,245
286,276,76,845,73,328,17,126,53,1412,234,454,244
316,283,218,1160,42,214,23,497,44,708,110,268,243
360,589,568,1195,31,309,48,813,61,900,111,297,216
376,607,97,843,66,530,72,1229,73,1151,92,293,224
345,337,51,509,37,941,70,1351,76,1156,111,289,208
336,387,52,631,57,1375,147,2118,158,1388,108,283,192
346,342,48,618,37,1204,231,3772,172,1366,93,300,193
419,567,79,38,41,72,305,1954,227,76,92,363,240
432,417,325,233,190,206,3992,985,335,231,224,311,291
575,263,216,211,228,235,18827,236,247,262,259,281,437
