0.00353646,0.00287712,0.00213786,0.00123876,0.00117882,0.000899101,0.00103896,0.000899101,0.00121878,0.000899101,0.000799201,0.00135864,0.00215784
0.00225774,0.00115884,0.000979021,0.000939061,0.000739261,0.000539461,0.00043956,0.000739261,0.000719281,0.000859141,0.000719281,0.000959041,0.00167832
0.00217782,0.00345654,0.00035964,0,9.99001e-05,0,0,0,0,0,0,0.0026973,0.0014985
0.00223776,0.00247752,0.00015984,0,0.00015984,0.00127872,0,0,0,0,0,0.00161838,0.00153846
0.00247752,0.00231768,0.00015984,0.00031968,5.99401e-05,0.00135864,0.00021978,0,0,0.00295704,9.99001e-05,0.00145854,0.00181818
0.00247752,0.00273726,0.00011988,0.000879121,9.99001e-05,0.00145854,5.99401e-05,0,0,0.00217782,0.00021978,0.00163836,0.0017982
0.00245754,0.0023976,0.00013986,0.00263736,7.99201e-05,0.00127872,0.00013986,0.00327672,0.00011988,0.00175824,9.99001e-05,0.00201798,0.00185814
0.00271728,0.00297702,0.0004995,0.00913087,0.00033966,0.00143856,0.00041958,0.00255744,5.99401e-05,0.00167832,0.00025974,0.00171828,0.00163836
0.00267732,0.00215784,0.000819181,0.0127672,0.000699301,0.00311688,0.00047952,0.00251748,0.00011988,0.00313686,0.00031968,0.00187812,0.00143856
0.00255744,0.00213786,0.000579421,0.00557443,0.000699301,0.00759241,0.000959041,0.00609391,0.0003996,0.00927073,0.000679321,0.0016983,0.00153846
0.00223776,0.00223776,0.000799201,0.00993007,0.00103896,0.0258941,0.00217782,0.0253147,0.00115884,0.0187612,0.0015984,0.00175824,0.00133866
0.00265734,0.0016983,0.0016983,0.0126074,0.00155844,0.0432368,0.00365634,0.0463137,0.00153846,0.0283916,0.00183816,0.00161838,0.00133866
0.00243756,0.00161838,0.00145854,0.0312088,0.00347652,0.0734266,0.00649351,0.0625375,0.00333666,0.0423576,0.0023976,0.00111888,0.0013986
0.00271728,0.00135864,0.00147852,0.00215784,0.0022977,0.00543457,0.00833167,0.00417582,0.00233766,0.00205794,0.00137862,0.00123876,0.00161838
0.00301698,0.00181818,0.00171828,0.00115884,0.0014985,0.00263736,0.0126074,0.00223776,0.00163836,0.00231768,0.00177822,0.000839161,0.0018981
0.00311688,0.0021978,0.00243756,0.00245754,0.0023976,0.00231768,0.224376,0.00287712,0.00217782,0.00275724,0.00293706,0.0030969,0.0041958
